genome_name	genome	taxonomy	moco_synthesis	dmso_red_fam_a	so_fam_a	aor_fam	xo_fam_c	mo_n_fix	alt_n_fix	femoco_synthesis	mo_storage	mo_traffick	mo_transport	mo_w_transport	w_transport
Bacteria_CPR_Microgenomates_OP11_Levybacteria_RIFOXYB1_FULL_OP11_Levybacteria_40_17	GCA_001784125.1	CPR	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Microgenomates_OP11_Pacebacteria_CG1_02_FULL_Pacebacteria_OP11_43_31	GCA_001872335.1	CPR	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Microgenomates_OP11_Pacebacteria_CG2_30_FULL_Pacebacteria_OP11_36_39	GCA_001873435.1	CPR	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Microgenomates_OP11_Pacebacteria_RIFOXYA1_FULL_OP11_Pacebacteria_38_18	GCA_001787405.1	CPR	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Microgenomates_OP11_RBG_13_OP11_40_15	GCA_001816655.1	CPR	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Microgenomates_OP11_RBG_16_OP11_39_9b	GCA_001816695.1	CPR	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Microgenomates_OP11_RIF-OP11-2_RBG_16_RIF_OP11_02_41_13	GCA_001792075.1	CPR	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Microgenomates_OP11_RIF-OP11-2_RIFCSPLOWO2_01_FULL_RIF_OP11_02_38_20	GCA_001793005.1	CPR	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Microgenomates_OP11_RIF-OP11-2_RIFCSPLOWO2_01_FULL_RIF_OP11_02_39_21	GCA_001793085.1	CPR	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Microgenomates_OP11_RIF35_RIFCSPHIGHO2_01_FULL_RIF35_43_15b	GCA_001816385.1	CPR	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Microgenomates_OP11_RIF35_RIFCSPHIGHO2_12_FULL_RIF35_44_25	GCA_001816455.1	CPR	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Microgenomates_OP11_RIF35_RIFCSPLOWO2_01_FULL_RIF35_40_20	GCA_001816475.1	CPR	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Microgenomates_OP11_RIF36_RIFCSPLOWO2_01_FULL_RIF36_50_28	GCA_001816955.1	CPR	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Microgenomates_OP11_RIFCSPHIGHO2_01_FULL_OP11_45_11	GCA_001803465.1	CPR	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Microgenomates_OP11_RIFCSPLOWO2_01_FULL_OP11_43_14	GCA_001816835.1	CPR	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Microgenomates_OP11_Roizmanbacteria_GWC2_OP11P37_13	GCA_000990725.1	CPR	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Microgenomates_OP11_Roizmannbacteria_RIFCSPHIGHO2_01_FULL_OP11_Roizmanbacteria_39_12b	GCA_001789365.1	CPR	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Microgenomates_OP11_Roizmannbacteria_RIFCSPHIGHO2_02_FULL_OP11_Roizmanbacteria_38_11	GCA_001788015.1	CPR	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Microgenomates_OP11_Roizmannbacteria_RIFCSPHIGHO2_12_FULL_OP11_Roizmanbacteria_36_11	GCA_001788055.1	CPR	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Microgenomates_OP11_Roizmannbacteria_RIFCSPHIGHO2_12_FULL_OP11_Roizmanbacteria_37_23	GCA_001788095.1	CPR	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Microgenomates_OP11_Roizmannbacteria_RIFCSPHIGHO2_12_OP11_Roizmanbacteria_41_18	GCA_001789535.1	CPR	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Microgenomates_OP11_Roizmannbacteria_RIFCSPLOWO2_01_FULL_OP11_Roizmanbacteria_35_13	GCA_001789635.1	CPR	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Microgenomates_OP11_Roizmannbacteria_RIFCSPLOWO2_01_FULL_OP11_Roizmanbacteria_37_12	GCA_001789645.1	CPR	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Microgenomates_OP11_Roizmannbacteria_RIFCSPLOWO2_01_FULL_OP11_Roizmanbacteria_41_22	GCA_001789805.1	CPR	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Microgenomates_OP11_Roizmannbacteria_RIFCSPLOWO2_02_FULL_OP11_Roizmanbacteria_36_11	GCA_001788225.1	CPR	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Microgenomates_OP11_Roizmannbacteria_RIFOXYA1_FULL_OP11_Roizmanbacteria_41_12	GCA_001790075.1	CPR	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Microgenomates_OP11_Roizmannbacteria_RIFOXYB2_FULL_OP11_Roizmanbacteria_38_10	GCA_001790155.1	CPR	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Microgenomates_OP11_Shapirobacteria_GWF2_OP11_rel_37_20	GCA_000989305.1	CPR	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Microgenomates_OP11_Woesebacteria_GWA1_OP11_44_23	GCA_001001045.1	CPR	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Microgenomates_OP11_Woesebacteria_GWB1_OP11_44_11_partial	GCA_001000385.1	CPR	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Microgenomates_OP11_Woesebacteria_GWD2_OP11_40_19	GCA_000996165.1	CPR	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Microgenomates_OP11_Woesebacteria_RBG_13_OP11_Woesebacteria_46_13	GCA_001791995.1	CPR	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Microgenomates_OP11_Woesebacteria_RBG_16_OP11_Woesebacteria_42_24	GCA_001792115.1	CPR	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Microgenomates_OP11_Woesebacteria_RIFCSPHIGHO2_01_FULL_OP11_Woesebacteria_38_26	GCA_001782075.1	CPR	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Microgenomates_OP11_Woesebacteria_RIFCSPHIGHO2_01_FULL_OP11_Woesebacteria_40_22	GCA_001792375.1	CPR	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Microgenomates_OP11_Woesebacteria_RIFCSPHIGHO2_02_FULL_OP11_Woesebacteria_39_13	GCA_001792515.1	CPR	2	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Microgenomates_OP11_Woesebacteria_RIFCSPLOWO2_01_FULL_OP11_Woesebacteria_39_10	GCA_001793015.1	CPR	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Microgenomates_OP11_Woesebacteria_RIFCSPLOWO2_01_FULL_OP11_Woesebacteria_39_10b	GCA_001793025.1	CPR	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Microgenomates_OP11_Woesebacteria_RIFCSPLOWO2_01_FULL_OP11_Woesebacteria_39_14	GCA_001793075.1	CPR	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Microgenomates_OP11_Woesebacteria_RIFCSPLOWO2_01_FULL_OP11_Woesebacteria_39_25	GCA_001793105.1	CPR	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Microgenomates_OP11_Woesebacteria_RIFCSPLOWO2_01_FULL_OP11_Woesebacteria_44_14	GCA_001793185.1	CPR	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Microgenomates_OP11_Woesebacteria_RIFCSPLOWO2_01_FULL_OP11_Woesebacteria_44_24b	GCA_001793235.1	CPR	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Microgenomates_OP11_Woesebacteria_RIFOXYA1_FULL_OP11_Woesebacteria_31_71	GCA_001793315.1	CPR	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Microgenomates_OP11_Woesebacteria_RIFOXYB1_FULL_OP11_Woesebacteria_38_16	GCA_001793475.1	CPR	2	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Parcubacteria_OD1_Adlerbacteria_RIFCSPHIGHO2_01_FULL_OD1_Adlerbacteria_54_23	GCA_001775435.1	CPR	2	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Parcubacteria_OD1_Adlerbacteria_RIFCSPLOWO2_01_FULL_OD1_Adlerbacteria_51_16	GCA_001775485.1	CPR	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Parcubacteria_OD1_Adlerbacteria_RIFCSPLOWO2_01_FULL_OD1_Adlerbacteria_54_21b	GCA_001773545.1	CPR	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Parcubacteria_OD1_Adlerbacteria_RIFOXYC1_FULL_OD1_Adlerbacteria_48_26	GCA_001773575.1	CPR	2	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Parcubacteria_OD1_Azambacteria_RIFCSPLOWO2_02_FULL_OD1_Azambacteria_44_14	GCA_001774135.1	CPR	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Parcubacteria_OD1_CG1_02_FULL_Parcubacteria_OD1_37_51	GCA_001872245.1	CPR	2	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Parcubacteria_OD1_CG1_02_FULL_Parcubacteria_OD1_44_31	GCA_001872485.1	CPR	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Parcubacteria_OD1_CG1_02_FULL_Parcubacteria_OD1_50_68	GCA_001872505.1	CPR	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Parcubacteria_OD1_CG1_02_FULL_Parcubacteria_OD1_58_44	GCA_001872545.1	CPR	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Parcubacteria_OD1_CG2_30_FULL_Parcubacteria_OD1_36_38	GCA_001873465.1	CPR	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Parcubacteria_OD1_CG2_30_FULL_Parcubacteria_OD1_48_51	GCA_001873525.1	CPR	1	0	1	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Parcubacteria_OD1_Campbellbacteria_GWD2_OD1_35_24	GCA_000990765.1	CPR	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Parcubacteria_OD1_Campbellbacteria_RIFOXYC2_FULL_OD1_Campbellbacteria_35_25	GCA_001774495.1	CPR	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Parcubacteria_OD1_Falkowbacteria_CG1_02_FULL_Falkowbacteria_OD1_37_21	GCA_001871165.1	CPR	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Parcubacteria_OD1_Falkowbacteria_GWE2_OD1_38_254	GCA_000992665.1	CPR	1	0	0	1	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Parcubacteria_OD1_Falkowbacteria_GWF2_OD1_43_32	GCA_000999715.1	CPR	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Parcubacteria_OD1_Falkowbacteria_RIFCSPHIGHO2_02_FULL_OD1_Falkowbacteria_39_17	GCA_001817425.1	CPR	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Parcubacteria_OD1_Falkowbacteria_RIFCSPLOWO2_01_FULL_OD1_Falkowbacteria_39_33	GCA_001817505.1	CPR	2	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Parcubacteria_OD1_Falkowbacteria_RIFCSPLOWO2_01_FULL_OD1_Falkowbacteria_40_23	GCA_001822895.1	CPR	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Parcubacteria_OD1_Falkowbacteria_RIFCSPLOWO2_12_FULL_OD1_Falkowbacteria_45_13	GCA_001778055.1	CPR	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Parcubacteria_OD1_Falkowbacteria_RIFOXYA2_FULL_OD1_Falkowbacteria_38_12	GCA_001778095.1	CPR	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Parcubacteria_OD1_Falkowbacteria_RIFOXYA2_FULL_OD1_Falkowbacteria_47_19	GCA_001780275.1	CPR	1	0	0	1	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Parcubacteria_OD1_Falkowbacteria_RIFOXYA2_FULL_OD1_Falkowbacteria_47_9	GCA_001778085.1	CPR	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Parcubacteria_OD1_Falkowbacteria_RIFOXYC2_FULL_OD1_Falkowbacteria_36_12	GCA_001778235.1	CPR	2	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Parcubacteria_OD1_Falkowbacteria_RIFOXYD2_FULL_OD1_Falkowbacteria_34_120	GCA_001778325.1	CPR	1	0	0	1	0	0	0	0	0	0	0	1	0
Bacteria_CPR_Parcubacteria_OD1_GWA1_OD1_40_21	GCA_000996205.1	CPR	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Parcubacteria_OD1_GWA1_OD1_51_14	GCA_001823025.1	CPR	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Parcubacteria_OD1_GWA2_OD1_37_10	GCA_000992015.1	CPR	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Parcubacteria_OD1_GWA2_OD1_38_27	GCA_000992685.1	CPR	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Parcubacteria_OD1_GWA2_OD1_40_23	GCA_000996245.1	CPR	2	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Parcubacteria_OD1_GWA2_OD1_50_10_part	GCA_001004055.1	CPR	1	0	1	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Parcubacteria_OD1_GWA2_OD1_rel_38_13	GCA_000992445.2	CPR	2	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Parcubacteria_OD1_GWB1_OD1_42_6	GCA_000997475.1	CPR	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Parcubacteria_OD1_GWB1_OD1_45_9	GCA_001002005.1	CPR	2	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Parcubacteria_OD1_GWB1_OD1_49_12	GCA_001003785.1	CPR	1	0	1	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Parcubacteria_OD1_GWB1_OD1_57_6	GCA_001005015.1	CPR	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Parcubacteria_OD1_GWB1_OD1_rel_45_10	GCA_001001185.1	CPR	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Parcubacteria_OD1_GWC2_OD1_40_10	GCA_000995625.1	CPR	2	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Parcubacteria_OD1_GWC2_OD1_40_31	GCA_000993875.1	CPR	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Parcubacteria_OD1_GWC2_OD1_42_12	GCA_000997945.1	CPR	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Parcubacteria_OD1_GWD1_OD1_38_16	GCA_000992485.1	CPR	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Parcubacteria_OD1_GWD2_OD1_38_11	GCA_000992325.1	CPR	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Parcubacteria_OD1_Giovannonibacteria_GWF2_OD1_42_19	GCA_000998435.1	CPR	2	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Parcubacteria_OD1_Giovannonibacteria_RIFCSPHIGHO2_01_FULL_OD1_Giovannonibacteria_45_23	GCA_001778465.1	CPR	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Parcubacteria_OD1_Giovannonibacteria_RIFCSPHIGHO2_02_FULL_OD1_Giovannonibacteria_44_11	GCA_001778595.1	CPR	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Parcubacteria_OD1_Giovannonibacteria_RIFCSPHIGHO2_02_OD1_Giovannonibacteria_43_16	GCA_001778545.1	CPR	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Parcubacteria_OD1_Giovannonibacteria_RIFCSPLOWO2_01_FULL_OD1_Giovannonibacteria_44_16	GCA_001778735.1	CPR	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Parcubacteria_OD1_Giovannonibacteria_RIFCSPLOWO2_01_FULL_OD1_Giovannonibacteria_45_140	GCA_001778755.1	CPR	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Parcubacteria_OD1_Giovannonibacteria_RIFCSPLOWO2_01_FULL_OD1_Giovannonibacteria_46_13	GCA_001778785.1	CPR	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Parcubacteria_OD1_Giovannonibacteria_RIFCSPLOWO2_12_FULL_OD1_Giovannonibacteria_43_11c	GCA_001780775.1	CPR	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Parcubacteria_OD1_Giovannonibacteria_RIFCSPLOWO2_12_FULL_OD1_Giovannonibacteria_44_32	GCA_001778955.1	CPR	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Parcubacteria_OD1_Jorgensenbacteria_GWA1_OD1_Jorgensenbacteria_54_12	GCA_001779505.1	CPR	2	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Parcubacteria_OD1_Jorgensenbacteria_GWB1_OD1_49_9	GCA_001004035.1	CPR	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Parcubacteria_OD1_Jorgensenbacteria_GWB1_OD1_50_10	GCA_001004105.1	CPR	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Parcubacteria_OD1_Jorgensenbacteria_RIFCSPHIGHO2_02_FULL_OD1_Jorgensenbacteria_45_20	GCA_001779535.1	CPR	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Parcubacteria_OD1_Jorgensenbacteria_RIFCSPLOWO2_01_FULL_OD1_Jorgensenbacteria_45_25b	GCA_001781035.1	CPR	2	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Parcubacteria_OD1_Kaiserbacteria_GWA2_OD1_52_12	GCA_001004345.1	CPR	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Parcubacteria_OD1_Kaiserbacteria_RIFCSPHIGHO2_01_FULL_OD1_Kaiserbacteria_53_29	GCA_001781125.1	CPR	2	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Parcubacteria_OD1_Kaiserbacteria_RIFCSPHIGHO2_01_FULL_OD1_Kaiserbacteria_53_31	GCA_001781095.1	CPR	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Parcubacteria_OD1_Kaiserbacteria_RIFCSPHIGHO2_02_FULL_OD1_Kaiserbacteria_49_16	GCA_001781465.1	CPR	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Parcubacteria_OD1_Kaiserbacteria_RIFCSPHIGHO2_02_FULL_OD1_Kaiserbacteria_49_34	GCA_001781205.1	CPR	2	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Parcubacteria_OD1_Kaiserbacteria_RIFCSPHIGHO2_02_FULL_OD1_Kaiserbacteria_54_22	GCA_001781285.1	CPR	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Parcubacteria_OD1_Kaiserbacteria_RIFCSPHIGHO2_02_FULL_OD1_Kaiserbacteria_55_17	GCA_001781305.1	CPR	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Parcubacteria_OD1_Kaiserbacteria_RIFCSPHIGHO2_02_FULL_OD1_Kaiserbacteria_55_20	GCA_001781515.1	CPR	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Parcubacteria_OD1_Kaiserbacteria_RIFCSPHIGHO2_02_FULL_OD1_Kaiserbacteria_59_21	GCA_001781355.1	CPR	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Parcubacteria_OD1_Kaiserbacteria_RIFCSPLOWO2_01_FULL_OD1_Kaiserbacteria_51_21	GCA_001781435.1	CPR	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Parcubacteria_OD1_Kaiserbacteria_RIFCSPLOWO2_01_FULL_OD1_Kaiserbacteria_54_22	GCA_001781725.1	CPR	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Parcubacteria_OD1_Kaiserbacteria_RIFCSPLOWO2_01_FULL_OD1_Kaiserbacteria_55_25	GCA_001783415.1	CPR	2	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Parcubacteria_OD1_Kaiserbacteria_RIFCSPLOWO2_02_FULL_OD1_Kaiserbacteria_51_13	GCA_001783485.1	CPR	2	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Parcubacteria_OD1_Kaiserbacteria_RIFCSPLOWO2_12_FULL_OD1_Kaiserbacteria_45_26	GCA_001781805.1	CPR	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Parcubacteria_OD1_Kaiserbacteria_RIFCSPLOWO2_12_FULL_OD1_Kaiserbacteria_50_10	GCA_001783515.1	CPR	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Parcubacteria_OD1_Kaiserbacteria_RIFOXYD1_FULL_OD1_Kaiserbacteria_47_14	GCA_001781915.1	CPR	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Parcubacteria_OD1_Magasanikbacteria_CG1_02_FULL_Magasanikbacteria_OD1_32_51	GCA_001871435.1	CPR	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Parcubacteria_OD1_Magasanikbacteria_CG1_02_FULL_Magasanikbacteria_OD1_41_34	GCA_001871445.1	CPR	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Parcubacteria_OD1_Magasanikbacteria_GWA2_OD1_56_11	GCA_001004885.1	CPR	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Parcubacteria_OD1_Magasanikbacteria_GWC2_OD1_37_14	GCA_000990355.1	CPR	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Parcubacteria_OD1_Magasanikbacteria_GWD2_OD1_43_18	GCA_000999365.1	CPR	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Parcubacteria_OD1_Magasanikbacteria_RIFCSPHIGHO2_02_FULL_OD1_Magasanikbacteria_33_17	GCA_001782875.1	CPR	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Parcubacteria_OD1_Magasanikbacteria_RIFCSPHIGHO2_12_FULL_OD1_Magasanikbacteria_41_16	GCA_001782935.1	CPR	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Parcubacteria_OD1_Magasanikbacteria_RIFCSPLOWO2_02_FULL_OD1_Magasanikbacteria_44_11	GCA_001783035.1	CPR	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Parcubacteria_OD1_Magasanikbacteria_RIFCSPLOWO2_02_FULL_OD1_Magasanikbacteria_47_16	GCA_001783045.1	CPR	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Parcubacteria_OD1_Magasanikbacteria_RIFCSPLOWO2_12_FULL_OD1_Magasanikbacteria_43_12	GCA_001783065.1	CPR	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Parcubacteria_OD1_Magasanikbacteria_RIFOXYC2_FULL_OD1_Magasanikbacteria_42_28	GCA_001784435.1	CPR	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Parcubacteria_OD1_Magasanikbacteria_RIFOXYD12_FULL_OD1_Magasanikbacteria_33_17	GCA_001783255.1	CPR	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Parcubacteria_OD1_Magasanikbacteria_RIFOXYD1_FULL_OD1_Magasanikbacteria_40_23	GCA_001783215.1	CPR	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Parcubacteria_OD1_Magasanikbacteria_RIFOXYD2_FULL_OD1_Magasanikbacteria_41_14	GCA_001784475.1	CPR	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Parcubacteria_OD1_Moranbacteria	GCA_001001525.1	CPR	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Parcubacteria_OD1_MoranbacteriaOD1_i_GWD1_OD1_37_17	GCA_000989885.1	CPR	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Parcubacteria_OD1_MoranbacteriaOD1_i_GWE2_OD1_36_40	GCA_000991645.1	CPR	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Parcubacteria_OD1_MoranbacteriaOD1_i_GWF1_OD1_34_10	GCA_000990175.1	CPR	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Parcubacteria_OD1_Moranbacteria_CG2_30_FULL_Moranbacteria_OD1_45_14	GCA_001873245.1	CPR	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Parcubacteria_OD1_Moranbacteria_CG2_30_SUB10_Moranbacteria_OD1_41_165	GCA_001873875.1	CPR	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Parcubacteria_OD1_Moranbacteria_RIFCSPHIGHO2_01_FULL_OD1_Moranbacteria_54_31	GCA_001784695.1	CPR	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Parcubacteria_OD1_Moranbacteria_RIFCSPHIGHO2_01_FULL_OD1_Moranbacteria_55_24	GCA_001786575.1	CPR	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Parcubacteria_OD1_Moranbacteria_RIFCSPLOWO2_12_FULL_OD1_Moranbacteria_48_12	GCA_001784735.1	CPR	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Parcubacteria_OD1_Moranbacteria_RIFOXYB1_FULL_OD1_Moranbacteria_44_23	GCA_001784895.1	CPR	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Parcubacteria_OD1_Moranbacteria_RIFOXYC1_FULL_OD1_Moranbacteria_44_13	GCA_001784885.1	CPR	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Parcubacteria_OD1_Moranbacteria_RifOxyA12_full_OD1_Moranbacteria_35_19	GCA_001784805.1	CPR	1	1	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Parcubacteria_OD1_Moranbacteria_RifOxyA12_full_OD1_Moranbacteria_44_15	GCA_001784815.1	CPR	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_CPR_Parcubacteria_OD1_Nomurabacteria_CG1_02_FULL_Nomurabacteria_OD1_43_90	GCA_001871765.1	CPR	1	0	0	0	0	0	0	0	0	0	0	0	0
